,Source,Location,Latitude,Longitude,Speed_Max,Date,Description,Speed,Tempo,Distance,Duration,Start,Ascent,Descent,Elevation_Gain,Elevation_Max,Calories,Km_1,Km_2,Km_3,Km_4,Km_5,Km_6,Km_7,Km_8,Km_9,Km_10,Km_11,Km_12,Km_13,Km_14,Km_15,Km_16,Km_17,Km_18,Km_19
107,Nike+ 2.10.6  ,indoor,45.501842,-73.578186,3.274666263431492,2016-11-17,Running 5.73 km in 34:42 min (6:03 min/km),2.754257949621857,06:03,5.733200000000017,34.69295,07:58:15,20.1759033203125,17.669525146484375,0.0,0.0,550.0,,,,,,,,,,,,,,,,,,,
108,Nike+ 2.10.6  ,indoor,45.501842,-73.578186,3.181172758572132,2016-11-21,Running 5.20 km in 31:09 min (6 min/km),2.781056696754912,05:59,5.196409999999945,31.1417,08:20:05,11.240325927734375,10.19677734375,0.0,0.0,499.0,,,,,,,,,,,,,,,,,,,
109,Nike+ 2.10.6  ,indoor,45.501842,-73.578186,3.163020958911376,2016-11-26,Running 10.04 km in 1:02:43 hr (6:15 min/km),2.666936628569069,06:14,10.036999999999917,62.724900000000005,12:22:00,35.330482482910156,26.989013671875007,0.0,0.0,963.0,,,,,,,,,,,,,,,,,,,
110,Nike+ 2.10.6  ,indoor,45.501842,-73.578186,3.332811562224828,2016-11-28,Running 5.52 km in 36:49 min (6:40 min/km),2.500382570712257,06:39,5.522700000000132,36.81236666666667,08:38:43,15.177383184432983,20.002532958984382,0.0,0.0,512.0,,,,,,,,,,,,,,,,,,,
111,Nike+ 2.10.6  ,indoor,45.501842,-73.578186,3.183806520737673,2016-12-01,Running 10.42 km in 1:01:57 hr (5:57 min/km),2.804723203943409,05:56,10.423879999999853,61.94241666666667,06:53:24,39.18410873413086,34.50755310058594,0.0,0.0,1010.0,,,,,,,,,,,,,,,,,,,
112,Nike+ 2.10.6  ,indoor,45.501842,-73.578186,3.13649926608318,2016-12-03,Running 10.02 km in 1:00:07 hr (6 min/km),2.778912055007125,05:59,10.022979999999695,60.11333333333334,13:46:02,26.701197147369385,28.27997398376465,0.0,0.0,971.0,,,,,,,,,,,,,,,,,,,
113,Nike+ 2.10.6  ,indoor,45.501842,-73.578186,3.207297986924382,2016-12-05,Running 10.10 km in 59:30 min (5:54 min/km),2.828309397892453,05:53,10.096529999999854,59.49685,08:33:35,28.90776562690735,26.78504729270935,0.0,0.0,978.0,,,,,,,,,,,,,,,,,,,
114,Nike+ 2.10.6  ,indoor,45.501842,-73.578186,3.190405949816304,2016-12-07,Running 10.24 km in 59:39 min (5:49 min/km),2.861358349672575,05:49,10.241699999999945,59.65523333333333,08:18:36,33.41718292236328,33.591331481933594,0.0,0.0,997.0,,,,,,,,,,,,,,,,,,,
115,Nike+ 2.10.6  ,indoor,45.501842,-73.578186,2.845089035197227,2016-12-09,Running 10.07 km in 58:59 min (5:51 min/km),2.845089268560606,05:53,10.0,58.99053333333333,08:28:31,0.0,0.0,0.0,0.0,980.0,,,,,,,,,,,,,,,,,,,
116,Nike+ 2.10.6  ,indoor,45.501842,-73.578186,3.180781391177784,2016-12-12,Running 10.05 km in 1:01:40 hr (6:08 min/km),2.717173922913764,06:08,10.053999999999977,61.66946666666667,08:42:52,35.51523971557617,41.37826919555664,0.0,0.0,963.0,,,,,,,,,,,,,,,,,,,
117,Nike+ 2.10.6  ,indoor,45.501842,-73.578186,3.175615229046339,2016-12-28,Running 5.05 km in 30:17 min (6 min/km),2.777625539117393,06:00,5.047839999999899,30.2887,15:29:53,13.73754119873047,15.953514099121092,0.0,0.0,485.0,,,,,,,,,,,,,,,,,,,
118,Nike+ 2.10.6  ,indoor,45.501842,-73.578186,3.219888430192694,2017-01-07,Running 10.07 km in 59:21 min (5:54 min/km),2.828584891778492,05:53,10.072670000000178,59.35046666666666,11:48:04,27.235050201416016,19.13597106933593,0.0,0.0,970.0,,,,,,,,,,,,,,,,,,,
119,Nike+ 2.10.6  ,indoor,45.501842,-73.578186,3.296489271404846,2017-01-09,Running 10.03 km in 58:02 min (5:47 min/km),2.88017080545555,05:47,10.02834000000024,58.03093333333334,08:28:15,23.807501196861267,19.08996427059173,0.0,0.0,974.0,,,,,,,,,,,,,,,,,,,
120,Nike+ 2.10.6  ,indoor,45.501842,-73.578186,3.135449610035984,2017-01-11,Running 5.09 km in 31:56 min (6:17 min/km),2.654644688988782,06:16,5.08760000000011,31.9415,08:19:46,13.636215209960936,10.093490600585938,0.0,0.0,486.0,,,,,,,,,,,,,,,,,,,
121,Nike+ 2.10.6  ,indoor,45.501842,-73.578186,3.280741898358169,2017-01-13,Running 10.26 km in 58:30 min (5:42 min/km),2.923475099922354,05:42,10.26207000000044,58.50383333333333,08:46:21,55.83917236328125,62.995086669921875,0.0,0.0,999.0,,,,,,,,,,,,,,,,,,,
122,Nike+ 2.10.6  ,indoor,45.501842,-73.578186,3.355380935115055,2017-01-14,Running 7.07 km in 45:21 min (6:25 min/km),2.598297333675434,06:24,7.069120000000075,45.344566666666665,12:33:58,29.31425476074218,33.2299346923828,0.0,0.0,661.0,,,,,,,,,,,,,,,,,,,
123,Nike+ 2.10.6  ,indoor,45.501842,-73.578186,3.211197012955305,2017-01-21,Running 10.12 km in 1:04:14 hr (6:21 min/km),2.625297282937061,06:20,10.11918999999992,64.24155,11:55:13,35.02010917663575,28.207048416137713,0.0,0.0,957.0,,,,,,,,,,,,,,,,,,,
124,Nike+ 2.10.6  ,indoor,45.501842,-73.578186,3.332020808334422,2017-01-26,Running 5.05 km in 29:04 min (5:45 min/km),2.896133225774927,05:45,5.051340000000176,29.06945,07:39:35,10.223743438720703,10.401327133178711,0.0,0.0,489.0,,,,,,,,,,,,,,,,,,,
125,Nike+ 2.10.6  ,indoor,45.501842,-73.578186,3.35437690710322,2017-01-28,Running 5.07 km in 29:54 min (5:54 min/km),2.825067108201075,05:53,5.067450000000136,29.89575,08:34:01,18.25534820556641,18.66718292236328,0.0,0.0,487.0,,,,,,,,,,,,,,,,,,,
126,Nike+ 2.10.6  ,indoor,45.501842,-73.578186,3.424623677304653,2017-02-10,Running 5.35 km in 34:31 min (6:27 min/km),2.583663493970278,06:27,5.351320000000155,34.52023333333333,08:21:11,18.64711189270021,16.080252647399913,0.0,0.0,500.0,,,,,,,,,,,,,,,,,,,
127,Nike+ 2.10.6  ,indoor,45.501842,-73.578186,3.388698199499886,2017-02-13,Running 10.03 km in 55:13 min (5:30 min/km),3.02662565504546,05:30,10.025870000000424,55.20928333333333,08:43:33,30.213535308837884,29.454036712646474,0.0,0.0,988.0,,,,,,,,,,,,,,,,,,,
128,Nike+ 2.10.6  ,indoor,45.501842,-73.578186,3.432734257472069,2017-02-15,Running 5.02 km in 26:48 min (5:21 min/km),3.119950809051965,05:20,5.018210000000215,26.8071,08:22:44,11.69277572631836,12.320480346679688,0.0,0.0,498.0,,,,,,,,,,,,,,,,,,,
129,Nike+ 2.10.6  ,indoor,45.501842,-73.578186,3.299417081946509,2017-02-18,Running 5.05 km in 27:39 min (5:29 min/km),3.042985450049036,05:28,5.047190000000284,27.64385,11:07:09,15.819052696228027,15.966475486755371,0.0,0.0,496.0,,,,,,,,,,,,,,,,,,,
130,Nike+ 2.10.6  ,indoor,45.501842,-73.578186,3.497805350030383,2017-02-20,Running 5.09 km in 29:22 min (5:46 min/km),2.887869957638119,05:46,5.0889900000001065,29.369916666666665,09:33:33,24.878288269042965,23.301918029785156,0.0,0.0,491.0,,,,,,,,,,,,,,,,,,,
131,Nike+ 2.10.6  ,indoor,45.501842,-73.578186,1.590288118069069,2017-02-22,Running 1.04 km in 10:58 min (10:30 min/km),1.58734547128132,10:29,1.0445050670125338,10.967,08:45:02,19.739929199218963,21.422454833984588,0.0,116.0,79.0,"Duration=10.683, Speed=1.55",,,,,,,,,,,,,,,,,,
132,Nike+ 2.10.6  ,indoor,45.501842,-73.578186,3.000551554828149,2017-02-22,Running 0.99 km in 5:30 min (5:33 min/km),3.000554647980384,,0.0,5.498983333333333,09:10:01,0.0,0.0,0.0,0.0,90.0,"Duration=5.499, Speed=3.0",,,,,,,,,,,,,,,,,,
133,Nike+ 2.10.6  ,indoor,45.501842,-73.578186,3.622430126907611,2017-02-22,Running 5.01 km in 25:35 min (5:06 min/km),3.266122359630764,05:06,5.013229999999733,25.581966666666666,09:15:12,23.94891357421875,23.535293579101562,0.0,0.0,474.0,,,,,,,,,,,,,,,,,,,
134,Nike+ 2.10.6  ,indoor,45.501842,-73.578186,3.637179187161327,2017-02-25,Running 10.02 km in 52:44 min (5:16 min/km),3.168420290730182,05:15,10.02434000000058,52.73048333333334,12:12:12,23.49854660034179,16.282215118408185,0.0,0.0,936.0,,,,,,,,,,,,,,,,,,,
135,Nike+ 2.10.6  ,indoor,45.501842,-73.578186,3.788283006199128,2017-02-27,Running 10.06 km in 53:03 min (5:16 min/km),3.160063370531978,05:16,10.059060000000093,53.05305,10:51:00,39.688354492187486,29.801116943359347,0.0,0.0,940.0,,,,,,,,,,,,,,,,,,,
136,Nike+ 2.10.6  ,indoor,45.501842,-73.578186,3.763272910683584,2017-03-01,Running 10.05 km in 53:51 min (5:22 min/km),3.109686540031624,05:21,10.048100000000222,53.853766666666665,07:31:00,30.12437438964844,31.434524536132816,0.0,0.0,938.0,,,,,,,,,,,,,,,,,,,
137,Nike+ 2.10.6  ,indoor,45.501842,-73.578186,3.532503534765748,2017-03-06,Running 9.27 km in 50:29 min (5:27 min/km),3.059414103812455,05:26,9.265609999999937,50.47595,07:38:00,35.93736267089844,34.79920959472656,0.0,0.0,860.0,,,,,,,,,,,,,,,,,,,
138,Nike+ 2.10.6  ,indoor,45.501842,-73.578186,3.574271248043496,2017-03-08,Running 10.03 km in 59:23 min (5:55 min/km),2.815614074730164,05:55,10.03078000000032,59.37591666666666,08:01:48,39.18742752075195,38.01249694824218,0.0,0.0,917.0,,,,,,,,,,,,,,,,,,,
139,Nike+ 2.10.6  ,indoor,45.501842,-73.578186,3.724593206138692,2017-03-14,Running 10.01 km in 54:23 min (5:26 min/km),3.068436033715602,05:25,10.011420000000268,54.37851666666666,08:13:45,26.932771682739258,32.77628517150879,0.0,0.0,931.0,,,,,,,,,,,,,,,,,,,
140,Nike+ 2.10.6  ,indoor,45.501842,-73.578186,3.847329238653665,2017-03-18,Running 10.02 km in 55:38 min (5:33 min/km),3.001989775174282,05:33,10.019330000000005,55.62605,16:38:54,39.90466308593749,43.00871276855469,0.0,0.0,927.0,,,,,,,,,,,,,,,,,,,
141,Nike+ 2.10.6  ,indoor,45.501842,-73.578186,3.535519629311325,2017-03-22,Running 10.04 km in 53:06 min (5:17 min/km),3.151441093651241,05:17,10.04011000000052,53.09798333333333,07:43:42,33.79804992675781,35.38561248779296,0.0,0.0,943.0,,,,,,,,,,,,,,,,,,,
142,Nike+ 2.10.6  ,indoor,45.501842,-73.578186,3.547291582504936,2017-03-25,Running 10.53 km in 54:14 min (5:09 min/km),3.235302433010389,05:09,10.527920000000716,54.2346,17:41:49,36.13013839721679,33.02265739440918,0.0,0.0,996.0,,,,,,,,,,,,,,,,,,,
143,Nike+ 2.10.6  ,indoor,45.501842,-73.578186,3.815393122950812,2017-03-27,Running 10.20 km in 54:12 min (5:19 min/km),3.136968445354731,05:18,10.201549999999845,54.20068333333334,09:39:43,38.643208742141724,36.09884142875671,0.0,0.0,956.0,,,,,,,,,,,,,,,,,,,
144,Nike+ 2.10.6  ,indoor,45.501842,-73.578186,3.876043881292532,2017-03-29,Running 10.60 km in 55:04 min (5:12 min/km),3.208276000675703,05:11,10.599560000000404,55.063633333333335,07:58:15,45.52283096313478,48.03013610839845,0.0,0.0,999.0,,,,,,,,,,,,,,,,,,,
145,Nike+ 2.10.6  ,"Montréal, Canada",45.49629780863673,-73.57555547041001,2.650876793441129,2017-04-01,Running 11.64 km in 1:13:11 hr (6:17 min/km),2.650876793441129,06:39,11.0,73.0,14:23:05,0.0,0.0,0.0,0.0,1067.0,"Duration=9.017, Speed=1.85","Duration=9.75, Speed=1.71","Duration=7.683, Speed=2.17","Duration=6.15, Speed=2.71","Duration=24.617, Speed=0.68","Duration=3.2, Speed=5.21","Duration=6.167, Speed=2.7","Duration=6.517, Speed=2.56","Duration=5.683, Speed=2.93","Duration=6.2, Speed=2.69","Duration=5.633, Speed=2.16",,,,,,,,
146,Nike+ 2.10.6  ,indoor,45.49629780863673,-73.57555547041001,3.56,2017-04-08,Running 13.01 km in 1:24:14 hr (6:28 min/km),2.574713751313699,06:28,13.013357690268567,84.23821666666666,14:53:13,386.0737130275005,436.31570808760057,87.0,195.0,1167.0,"Duration=8.117, Speed=2.05","Duration=7.617, Speed=2.19","Duration=6.633, Speed=2.51","Duration=18.433, Speed=0.9","Duration=14.483, Speed=1.15","Duration=5.767, Speed=2.89","Duration=12.533, Speed=1.33","Duration=6.417, Speed=2.6","Duration=6.383, Speed=2.61","Duration=14.75, Speed=1.13","Duration=6.017, Speed=2.77","Duration=8.95, Speed=1.86","Duration=6.217, Speed=2.35",,,,,,
147,Nike+ 2.10.6  ,"Montréal, Canada",45.50133646027716,-73.5795818589619,4.1,2017-04-12,Running 10.32 km in 59:57 min (5:48 min/km),2.869801744582678,05:48,10.323638258848328,59.95558333333334,12:16:23,322.42543269950085,301.79181640217456,36.0,122.0,945.0,"Duration=9.55, Speed=1.75","Duration=7.833, Speed=2.13","Duration=7.333, Speed=2.27","Duration=22.533, Speed=0.74","Duration=5.467, Speed=3.05","Duration=5.317, Speed=3.13","Duration=5.133, Speed=3.25","Duration=6.917, Speed=2.41","Duration=6.683, Speed=2.49","Duration=10.567, Speed=1.58","Duration=3.4, Speed=2.45",,,,,,,,
148,Nike+ 2.10.6  ,"Montréal, Canada",45.5013786171689,-73.57957023367632,3.85,2017-04-16,Running 13.27 km in 1:14:45 hr (5:38 min/km),2.958277567515249,05:38,13.268055345237508,74.75101666666666,13:05:32,315.30295915374114,331.2465133542453,13.0,199.0,1216.0,"Duration=10.333, Speed=1.61","Duration=9.083, Speed=1.83","Duration=10.267, Speed=1.62","Duration=6.217, Speed=2.68","Duration=29.1, Speed=0.57","Duration=5.7, Speed=2.92","Duration=18.567, Speed=0.9","Duration=5.2, Speed=3.21","Duration=7.1, Speed=2.35","Duration=5.133, Speed=3.25","Duration=5.067, Speed=3.29","Duration=10.95, Speed=1.52","Duration=6.633, Speed=2.51","Duration=2.933, Speed=2.92",,,,,
149,Nike+ 2.10.6  ,indoor,45.5013786171689,-73.57957023367632,3.82,2017-04-19,Running 11.12 km in 1:06:40 hr (6 min/km),2.77932119401012,05:59,11.116331468870934,66.66095,14:10:33,315.3734596257824,352.6179232181128,11.0,181.0,1016.0,"Duration=10.633, Speed=1.57","Duration=5.7, Speed=2.92","Duration=12.317, Speed=1.35","Duration=9.217, Speed=1.81","Duration=19.783, Speed=0.84","Duration=5.75, Speed=2.9","Duration=5.317, Speed=3.13","Duration=6.1, Speed=2.73","Duration=9.967, Speed=1.67","Duration=7.467, Speed=2.23","Duration=6.067, Speed=2.75","Duration=1.217, Speed=2.95",,,,,,,
150,Nike+ 2.10.6  ,"Honolulu, United States",21.25961726232403,-157.81145273788334,4.03,2017-04-23,Running 6.48 km in 38:46 min (5:59 min/km),2.787654868209397,05:58,6.482761087392658,38.75875,22:58:38,90.27492391099237,504.6295241117696,0.0,165.0,594.0,"Duration=8.433, Speed=1.98","Duration=9.25, Speed=1.8","Duration=6.983, Speed=2.39","Duration=6.9, Speed=2.42","Duration=10.55, Speed=1.58","Duration=6.35, Speed=2.62","Duration=5.7, Speed=2.42",,,,,,,,,,,,
151,Nike+ 2.10.6  ,indoor,21.25961726232403,-157.81145273788334,3.68,2017-04-26,Running 10.32 km in 56:23 min (5:28 min/km),3.049387396144103,05:27,10.315623202433475,56.38085,15:45:52,82.49308135391678,82.80682800328867,0.0,15.0,952.0,"Duration=7.517, Speed=2.22","Duration=6.55, Speed=2.54","Duration=7.667, Speed=2.17","Duration=5.533, Speed=3.01","Duration=14.95, Speed=1.11","Duration=9.667, Speed=1.72","Duration=5.8, Speed=2.87","Duration=7.783, Speed=2.14","Duration=6.717, Speed=2.48","Duration=6.05, Speed=2.75","Duration=2.767, Speed=3.01",,,,,,,,
152,Nike+ 2.10.6  ,"Waialua, United States",21.577777693484272,-158.20808878100044,3.779999999999999,2017-04-27,Running 5.51 km in 46:58 min (8:31 min/km),1.956430789170793,08:31,5.512752420493895,46.96266666666667,20:58:43,426.63665396903514,423.7734828400154,0.0,152.0,475.0,"Duration=10.583, Speed=1.57","Duration=25.967, Speed=0.64","Duration=33.6, Speed=0.5","Duration=13.417, Speed=1.24","Duration=17.517, Speed=0.95","Duration=10.75, Speed=1.53",,,,,,,,,,,,,
153,Nike+ 2.10.6  ,indoor,21.577777693484272,-158.20808878100044,2.941182352941174,2017-05-04,Running 2.81 km in 15:55 min (5:40 min/km),2.941182627554171,07:57,2.0,15.923300000000001,05:36:15,0.0,0.0,0.0,0.0,256.0,,,,,,,,,,,,,,,,,,,
154,Nike+ 2.10.6  ,indoor,21.577777693484272,-158.20808878100044,2.911385062440095,2017-05-04,Running 5.27 km in 30:10 min (5:43 min/km),2.911385062440095,05:43,5.270000000000001,30.168916666666668,05:42:14,0.0,0.0,0.0,0.0,480.0,,,,,,,,,,,,,,,,,,,
155,Nike+ 2.10.6  ,indoor,21.577777693484272,-158.20808878100044,3.021567371343155,2017-05-09,Running 14.15 km in 1:18:03 hr (5:31 min/km),3.021567371343156,05:34,14.0,78.0,05:10:45,0.0,0.0,0.0,0.0,1286.0,,,,,,,,,,,,,,,,,,,
156,Nike+ 2.10.6  ,indoor,21.577777693484272,-158.20808878100044,3.282895416879564,2017-05-11,Running 5.02 km in 30:08 min (6 min/km),2.778699355989371,05:59,5.023580000000266,30.131483333333332,05:56:55,24.0582275390625,23.277542114257812,0.0,0.0,459.0,,,,,,,,,,,,,,,,,,,
157,Nike+ 2.10.6  ,indoor,21.577777693484272,-158.20808878100044,2.994047619047619,2017-05-11,Running 5.03 km in 28 min (5:34 min/km),2.994047619047619,05:33,5.029999999999999,28.0,06:38:29,0.0,0.0,0.0,0.0,457.0,,,,,,,,,,,,,,,,,,,
158,Nike+ 2.10.6  ,indoor,21.577777693484272,-158.20808878100044,3.039519756838906,2017-05-13,Running 12.02 km in 1:05:55 hr (5:29 min/km),3.039519826671508,05:29,12.0,65.90953333333333,09:30:31,0.0,0.0,0.0,0.0,1092.0,,,,,,,,,,,,,,,,,,,
159,Nike+ 2.10.6  ,indoor,21.577777693484272,-158.20808878100044,2.793301675977653,2017-05-15,Running 10.16 km in 1:00:37 hr (5:58 min/km),2.793301465136106,06:03,10.0,60.62121666666667,05:29:37,0.0,0.0,0.0,0.0,928.0,,,,,,,,,,,,,,,,,,,
160,Nike+ 2.10.6  ,indoor,21.577777693484272,-158.20808878100044,3.499977339175092,2017-05-19,Running 8.26 km in 39:20 min (4:46 min/km),3.49997775437868,04:55,8.0,39.33358333333333,05:37:02,0.0,0.0,0.0,0.0,745.0,,,,,,,,,,,,,,,,,,,
161,Nike+ 2.10.6  ,indoor,21.577777693484272,-158.20808878100044,3.84184705951147,2017-05-23,Running 7.03 km in 30:30 min (4:20 min/km),3.841847059511467,04:20,7.029999999999999,30.49748333333333,06:36:13,0.0,0.0,0.0,0.0,631.0,,,,,,,,,,,,,,,,,,,
162,Nike+ 2.10.6  ,indoor,21.577777693484272,-158.20808878100044,4.166667,2017-05-24,Running 7.14 km in 14 min (1:58 min/km),8.497379974507862,01:57,7.140000000000001,14.004316666666666,05:55:16,0.0,0.0,0.0,0.0,624.0,,,,,,,,,,,,,,,,,,,
163,Nike+ 2.10.6  ,indoor,21.577777693484272,-158.20808878100044,3.914006818900695,2017-05-29,Running 5.18 km in 22:03 min (4:15 min/km),3.91400670368098,04:24,5.0,22.057533333333332,05:20:07,0.0,0.0,0.0,0.0,464.0,,,,,,,,,,,,,,,,,,,
164,Nike+ 2.10.6  ,indoor,21.577777693484272,-158.20808878100044,3.319337278286139,2017-06-02,Running 5.24 km in 32:44 min (6:15 min/km),2.666287093089499,06:15,5.235540000000191,32.72678333333333,06:02:20,28.54106140136717,28.771858215332024,0.0,0.0,476.0,,,,,,,,,,,,,,,,,,,
165,Nike+ 2.10.6  ,indoor,21.577777693484272,-158.20808878100044,3.2622414831283,2017-06-03,Running 2.36 km in 15:30 min (6:34 min/km),2.538452601480728,06:33,2.359710000000064,15.4931,08:42:38,14.174591064453125,12.4129638671875,0.0,0.0,209.0,,,,,,,,,,,,,,,,,,,
166,Nike+ 2.10.6  ,indoor,21.577777693484272,-158.20808878100044,3.512218729955036,2017-06-05,Running 3.17 km in 18:47 min (5:56 min/km),2.810379659644918,05:55,3.166140000000049,18.776466666666668,08:07:43,13.519805908203123,13.416809082031248,0.0,0.0,288.0,,,,,,,,,,,,,,,,,,,
167,Nike+ 2.10.6  ,indoor,21.577777693484272,-158.20808878100044,3.252661807728284,2017-06-08,Running 5.36 km in 31:47 min (5:56 min/km),2.811182651370714,05:55,5.361600000000281,31.787333333333333,06:01:46,8.134262084960938,7.460533142089845,0.0,0.0,490.0,,,,,,,,,,,,,,,,,,,
168,Nike+ 2.10.6  ,indoor,21.577777693484272,-158.20808878100044,1.000646173728423,2017-06-10,Running 10.84 km in 3:00:33 hr (16:39 min/km),1.000646173728422,18:03,10.0,180.0,16:47:57,0.0,0.0,0.0,0.0,772.0,,,,,,,,,,,,,,,,,,,
169,Nike+ 2.10.6  ,indoor,21.577777693484272,-158.20808878100044,2.693548387096774,2017-06-11,Running 5.01 km in 31 min (6:11 min/km),2.693548387096774,06:12,5.0,31.0,15:02:19,0.0,0.0,0.0,0.0,459.0,,,,,,,,,,,,,,,,,,,
170,Nike+ 2.10.6  ,indoor,21.577777693484272,-158.20808878100044,3.440903828475633,2017-06-18,Running 5.03 km in 29:12 min (5:48 min/km),2.871623453299132,05:48,5.031650000000378,29.20328333333333,10:12:01,27.19428825378418,27.910780906677246,0.0,0.0,463.0,,,,,,,,,,,,,,,,,,,
171,Nike+ 2.10.6  ,indoor,21.577777693484272,-158.20808878100044,3.269065913459125,2017-06-20,Running 2.05 km in 13:55 min (6:46 min/km),2.461108336058462,06:46,2.054579999999989,13.913649999999999,06:03:59,14.716789245605469,15.669570922851562,0.0,0.0,180.0,,,,,,,,,,,,,,,,,,,
172,Nike+ 2.10.6  ,indoor,21.577777693484272,-158.20808878100044,3.354499234237906,2017-07-02,Running 5.01 km in 32:36 min (6:31 min/km),2.559221115506311,06:30,5.006960000000052,32.60731666666667,10:38:51,48.29826354980469,47.42969512939453,0.0,0.0,450.0,,,,,,,,,,,,,,,,,,,
173,Nike+ 2.10.6  ,indoor,21.577777693484272,-158.20808878100044,2.972363314368647,2017-07-03,Running 2.01 km in 14:29 min (7:12 min/km),2.315523121071502,07:11,2.0132200000000138,14.49075,06:24:04,11.559474945068363,12.211318969726566,0.0,0.0,172.0,,,,,,,,,,,,,,,,,,,
174,Nike+ 2.10.6  ,indoor,21.577777693484272,-158.20808878100044,3.474553623914132,2017-07-05,Running 5.02 km in 30:49 min (6:08 min/km),2.713835413284225,06:08,5.017670000000295,30.815366666666666,05:56:17,33.516151428222656,33.54857635498047,0.0,0.0,456.0,,,,,,,,,,,,,,,,,,,
175,Nike+ 2.10.6  ,indoor,21.577777693484272,-158.20808878100044,2.747017569737353,2017-07-06,Running 2.15 km in 14:29 min (6:44 min/km),2.475004141053565,06:44,2.1516300000000705,14.489066666666668,05:40:15,9.723091125488281,10.522979736328125,0.0,0.0,193.0,,,,,,,,,,,,,,,,,,,
176,Nike+ 2.10.6  ,indoor,21.577777693484272,-158.20808878100044,3.415558346422685,2017-07-09,Running 5.02 km in 31:58 min (6:22 min/km),2.617891256544119,06:21,5.0215500000002065,31.96943333333333,07:37:09,57.26104736328124,56.967582702636705,0.0,0.0,451.0,,,,,,,,,,,,,,,,,,,
177,Nike+ 2.10.6  ,indoor,21.577777693484272,-158.20808878100044,3.257692494555964,2017-07-10,Running 5.08 km in 29:51 min (5:53 min/km),2.835298676729731,05:52,5.077640000000267,29.847766666666665,06:38:31,46.08074951171875,51.64778137207031,0.0,0.0,465.0,,,,,,,,,,,,,,,,,,,
178,Nike+ 2.10.6  ,indoor,21.577777693484272,-158.20808878100044,2.638527704485489,2017-07-11,Running 6.00 km in 37:54 min (6:19 min/km),2.63852822895389,06:18,6.0,37.89991666666666,06:15:30,0.0,0.0,0.0,0.0,550.0,,,,,,,,,,,,,,,,,,,
179,Nike+ 2.10.6  ,indoor,21.577777693484272,-158.20808878100044,3.5,2017-07-14,Running 4.22 km in 25:18 min (6 min/km),2.780432103226469,05:59,4.219622685905935,25.293566666666667,07:59:27,92.96628952026369,111.65450550197643,5.0,34.0,384.0,"Duration=6.1, Speed=2.73","Duration=10.767, Speed=1.55","Duration=6.617, Speed=2.52","Duration=7.65, Speed=2.18","Duration=0.617, Speed=3.59",,,,,,,,,,,,,,
180,Nike+ 2.10.6  ,indoor,36.968423299099285,24.72274581871637,3.609999999999999,2017-07-17,Running 7.65 km in 56:05 min (7:20 min/km),2.272825420394673,07:19,7.648898485033621,56.0895,09:41:43,156.4620513916017,394.967481666436,0.0,263.0,677.0,"Duration=6.283, Speed=2.65","Duration=12.65, Speed=1.32","Duration=5.883, Speed=2.83","Duration=8.433, Speed=1.98","Duration=8.783, Speed=1.9","Duration=20.7, Speed=0.81","Duration=7.85, Speed=2.12","Duration=19.083, Speed=0.68",,,,,,,,,,,
181,Nike+ 2.10.6  ,"Apollonia, Greece",36.97425946158658,24.724447681633983,2.650893325824222,2017-07-18,Running 12.61 km in 1:19:17 hr (6:17 min/km),2.650893325824221,06:36,12.0,79.28144999999999,09:15:03,0.0,0.0,0.0,0.0,1156.0,"Duration=9.367, Speed=1.78","Duration=11.667, Speed=1.43","Duration=7.183, Speed=2.32","Duration=6.883, Speed=2.42","Duration=8.933, Speed=1.87","Duration=9.733, Speed=1.71","Duration=8.233, Speed=2.02","Duration=8.517, Speed=1.96","Duration=13.35, Speed=1.25","Duration=6.617, Speed=2.52","Duration=6.633, Speed=2.51","Duration=15.717, Speed=0.53",,,,,,,
182,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,2.55652918189663,2017-07-20,Running 9.11 km in 59:23 min (6:31 min/km),2.55652918189663,06:35,9.0,59.39041666666667,06:35:20,0.0,0.0,0.0,0.0,837.0,"Duration=8.133, Speed=2.05","Duration=65.367, Speed=0.25","Duration=7.95, Speed=2.1","Duration=12.65, Speed=1.32","Duration=10.117, Speed=1.65","Duration=9.067, Speed=1.84","Duration=8.75, Speed=1.9","Duration=3.317, Speed=2.51",,,,,,,,,,,
183,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,2.733539186019178,2017-07-21,Running 2.09 km in 16:53 min (8:05 min/km),2.060590034012034,08:05,2.0883400000000742,16.891116666666665,06:26:51,19.88208770751953,18.79022216796875,0.0,0.0,170.0,,,,,,,,,,,,,,,,,,,
184,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.367220532701209,2017-07-22,Running 5.12 km in 31:13 min (6:06 min/km),2.73253560572179,06:05,5.1184600000001925,31.21923333333333,09:09:44,40.703468322753906,40.15010070800781,0.0,0.0,461.0,,,,,,,,,,,,,,,,,,,
185,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.4706845689816,2017-07-23,Running 5.07 km in 30:41 min (6:03 min/km),2.755904912933178,06:02,5.072829999999966,30.678549999999998,08:50:48,39.51569366455078,40.60432434082031,0.0,0.0,462.0,,,,,,,,,,,,,,,,,,,
